E/N(Td),E(V/m),Nr,energy,diffusion,mobility,bolsig_energy,bolsig_defussion,bolsig_mobility,l2_f0,l2_f1,Tg,ion_deg,atol,rtol,g0,bolsig_g0,g2,bolsig_g2
5.0,160.99999999999997,128.0,4.806060263426794,9.00271317643067e+24,1.747884630327688e+24,4.753,8.022e+24,1.807e+24,0.024598031184126925,1.9179519438697137,0.0,1e-05,0.018827798510060022,9.181565696097868e-09,9.685275482454701e-14,9.543e-14,1.1459134759752823e-18,1.239e-18
5.0,160.99999999999997,128.0,5.397754752938713,7.919621377320903e+24,1.0503747570363634e+24,5.389,7.658e+24,1.068e+24,0.010724568367533329,1.930240294124229,0.0,1e-06,0.003348135170963587,8.18136362114727e-09,1.1211164263116993e-13,1.119e-13,1.3265999542250347e-19,1.539e-19
20.0,643.9999999999999,128.0,3.299348282973692,1.22892981057686e+25,1.8462696781020557e+24,3.29,4.018e+24,1.831e+24,0.0033774354442231273,2.0177933036082307,0.0,0.1,1033.7717817428602,3.269502059159374e-07,5.788091883042316e-14,5.763e-14,3.8295030990787556e-17,3.791e-17
20.0,643.9999999999999,128.0,3.6248400408525923,1.1582462418489941e+25,2.160573329817519e+24,3.596,5.192e+24,2.147e+24,0.010452948871862355,2.0182946865818976,0.0,0.01,3.0153987746528292,7.561798233769503e-09,6.609091533525283e-14,6.535e-14,4.395913146517268e-17,4.373e-17
20.0,643.9999999999999,128.0,4.382240182149464,1.0121935944331393e+25,2.08931774528173e+24,4.329,6.525e+24,2.113e+24,0.021311251207683065,1.9921230738057465,0.0,0.001,0.33255863911505923,5.702004998016953e-10,8.585031095789296e-14,8.441e-14,4.060124302177358e-17,4.119e-17
20.0,643.9999999999999,128.0,5.43059726856414,8.492173303464401e+24,1.472836112594027e+24,5.374,7.048e+24,1.507e+24,0.02110491173763483,1.962788714502742,0.0,0.0001,0.08433301219642153,2.344856965289479e-10,1.1451188112684153e-13,1.129e-13,2.6543093195929054e-17,2.73e-17
20.0,643.9999999999999,128.0,6.217263296483596,7.648654700877255e+24,1.0979250890321121e+24,6.19,7.035e+24,1.108e+24,0.008563071957893003,1.996645208975611,0.0,1e-05,0.011626687565002044,5.83601256593452e-10,1.3732544803636322e-13,1.365e-13,1.844468570726367e-17,1.867e-17
20.0,643.9999999999999,128.0,6.447998595277875,7.448155944914098e+24,1.0190489308189681e+24,6.442,7.18e+24,1.021e+24,0.0026435924926756,2.0080298456690637,0.0,1e-06,0.0014048124996311902,3.7034005773547866e-10,1.4423137779105412e-13,1.44e-13,1.6774450274845317e-17,1.678e-17
100.0,3219.9999999999995,128.0,5.147268619406069,9.598229693922593e+24,1.1402319372167917e+24,5.129,3.908e+24,1.138e+24,0.005857050964760341,2.0187967623944028,0.0,0.1,18.338547666065693,8.60085925304521e-09,1.0269932125189378e-13,1.022e-13,5.442818500189826e-16,5.436e-16
100.0,3219.9999999999995,128.0,5.81114148248569,8.72308877173355e+24,1.223518502874437e+24,5.76,5.023e+24,1.233e+24,0.01996618155308234,2.000062796043172,0.0,0.01,1.3149606133876566,1.703224011639575e-09,1.206327150881719e-13,1.192e-13,5.657428265102918e-16,5.713e-16
100.0,3219.9999999999995,128.0,6.644191012822904,7.644695925954691e+24,1.0376330801111004e+24,6.603,5.98e+24,1.055e+24,0.015748022806078486,1.9796282013982829,0.0,0.001,0.13528180097257775,1.2017153540019334e-10,1.4461206920508425e-13,1.433e-13,4.614551455177256e-16,4.702e-16
100.0,3219.9999999999995,128.0,7.028356948969725,7.270060644495618e+24,9.269761390679338e+23,7.264,6.435e+24,8.595e+23,0.08683115210867598,2.3838470136663785,0.0,0.0001,0.018465981678065735,2.345549076538621e-10,1.5618071757072518e-13,1.625e-13,4.049867972686586e-16,4.418e-16
100.0,3219.9999999999995,128.0,7.10184137225721,7.209929523219597e+24,9.09501823823592e+23,7.424,6.561e+24,8.231e+23,0.10889194099988013,2.4904949526427678,0.0,1e-05,0.0017317030615050686,1.6141586341983386e-10,1.5837939657200967e-13,1.67e-13,3.9873601324661965e-16,4.6e-16
100.0,3219.9999999999995,128.0,7.0804446939352665,7.215773621029945e+24,9.169536153892808e+23,7.101,6.773e+24,9.126e+23,0.00683450521844297,2.0287859728099598,0.0,1e-06,0.00034112309740201054,1.8344695004534664e-10,1.5816634895954236e-13,1.583e-13,3.599114019270409e-16,3.973e-16
