E/N(Td),E(V/m),Nr,energy,diffusion,mobility,bolsig_energy,bolsig_defussion,bolsig_mobility,l2_f0,l2_f1,Tg,ion_deg,atol,rtol,g0,bolsig_g0,g2,bolsig_g2
0.004596273291925466,0.148,64.0,0.14139979237814548,3.046979545088685e+25,2.690471783233194e+24,0.1414,1.695e+25,1.798e+26,0.0007160662686279784,1.0149830705629412,1e-12,0.1,78117.29001985355,3.940880860576702e-06,1.2538791339859502e-15,1.254e-15,0.0,0.0
0.004596273291925466,0.148,64.0,0.14139964939926475,3.0524458737065535e+25,1.6615245722389206e+25,0.1414,1.697e+25,1.8e+26,0.0028539463062666717,1.0932484464903278,1e-12,0.01,83551.36018725974,1.0387674609200426e-06,1.252892175549669e-15,1.254e-15,0.0,0.0
0.004596273291925466,0.148,64.0,0.14159801360835433,3.055694863697495e+25,9.177156804976515e+25,0.1416,1.704e+25,1.804e+26,0.002827378647675392,1.5139026340356319,1e-12,0.001,45448.183799132166,4.156241735328527e-06,1.252435475541211e-15,1.254e-15,0.0,0.0
0.0052637116343910734,0.16949151462739254,64.0,0.15659993389007096,3.311812667328018e+25,2.9175187266149933e+24,0.1566,1.725e+25,1.652e+26,0.0015650279853986937,1.0177469691070056,1e-12,0.1,93557.4687672032,1.2419870241014352e-06,1.2199932165452339e-15,1.221e-15,0.0,0.0
0.0052637116343910734,0.16949151462739254,64.0,0.15659953208724892,3.3157705427462404e+25,1.8300074026375258e+25,0.1566,1.726e+25,1.653e+26,0.0029252039052090313,1.1118851897574615,1e-12,0.01,89121.58160202298,1.2403453442801243e-06,1.2191044847683899e-15,1.221e-15,0.0,0.0
0.0052637116343910734,0.16949151462739254,64.0,0.15689747301793167,3.3203620733282697e+25,9.643267692359854e+25,0.1569,1.736e+25,1.659e+26,0.0030020819941711983,1.5879330358646497,1e-12,0.001,42321.54527104745,4.358849599440164e-06,1.2186644884961508e-15,1.22e-15,0.0,0.0
0.006028070658613317,0.19410387520734876,64.0,0.17019991337730273,3.5042509315716937e+25,3.1255723015080674e+24,0.1702,1.705e+25,1.503e+26,0.0017589848876009928,1.0209219788345634,1e-12,0.1,105618.60294341414,2.3119628957958245e-06,1.2072451486867928e-15,1.209e-15,0.0,0.0
0.006028070658613317,0.19410387520734876,64.0,0.1701993939522659,3.506425891032806e+25,1.9756797068756514e+25,0.1702,1.707e+25,1.504e+26,0.0025780093481703936,1.1325872731091495,1e-12,0.01,95625.73019526532,1.4475165689494844e-06,1.2067370339586165e-15,1.209e-15,0.0,0.0
0.006028070658613317,0.19410387520734876,64.0,0.17059690524604998,3.511420296015773e+25,9.843180977552152e+25,0.1706,1.721e+25,1.513e+26,0.002754858367644773,1.6579241413087942,1e-12,0.001,38932.34327973622,4.420272808602413e-06,1.2066100948114653e-15,1.208e-15,0.0,0.0
0.006903424501414288,0.22229026894554002,64.0,0.18309988840864996,3.6547259639429535e+25,3.32789313881504e+24,0.1831,1.661e+25,1.361e+26,0.0025537292413144066,1.0246852277745917,1e-12,0.1,118467.76521924137,4.508434983239795e-07,1.2086275832121007e-15,1.211e-15,0.0,0.0
0.006903424501414288,0.22229026894554002,64.0,0.18319922791831783,3.655741865454458e+25,2.1100027051317443e+25,0.1832,1.664e+25,1.362e+26,0.0024825445682678535,1.1563747854702702,1e-12,0.01,102730.18713322298,1.6812513282087855e-06,1.2086939374409433e-15,1.211e-15,0.0,0.0
0.006903424501414288,0.22229026894554002,64.0,0.18369630362022063,3.661554972078112e+25,9.852684831586993e+25,0.1837,1.681e+25,1.372e+26,0.0028796736109885273,1.7269790797099294,1e-12,0.001,34964.23040308584,4.330341910990582e-06,1.2088441034871458e-15,1.211e-15,0.0,0.0
0.007905891046355131,0.2545696916926352,64.0,0.1938998630539124,3.752693577351212e+25,3.493937053373273e+24,0.1939,1.611e+25,1.246e+26,0.0018873580547376636,1.028334844622301,1e-12,0.1,125336.12027517585,7.509908820523143e-06,1.2206764804783485e-15,1.222e-15,0.0,0.0
0.007905891046355131,0.2545696916926352,64.0,0.19599902834587363,3.775080681691712e+25,2.235982141594989e+25,0.196,1.607e+25,1.23e+26,0.0027073114552040403,1.1837103293638274,1e-12,0.01,110193.51697340955,1.9396271897200533e-06,1.2226965479975243e-15,1.225e-15,0.0,0.0
0.007905891046355131,0.2545696916926352,64.0,0.19669566752031153,3.7803190274299857e+25,9.694244774822964e+25,0.1967,1.628e+25,1.242e+26,0.0026100874536469916,1.7903083464192595,1e-12,0.001,30392.424627263437,4.080094136968698e-06,1.223920647612638e-15,1.226e-15,0.0,0.0
0.009053928702201841,0.29153650421089927,64.0,0.20879981956385063,3.867832615569366e+25,3.732982252786855e+24,0.2088,1.542e+25,1.108e+26,0.002603717968761911,1.0340118597814056,1e-12,0.1,144154.2501222463,3.2230611224006956e-06,1.2483961364635865e-15,1.25e-15,0.0,0.0
0.009053928702201841,0.29153650421089927,64.0,0.2088987880266304,3.8677563412473636e+25,2.3532103135275443e+25,0.2089,1.546e+25,1.11e+26,0.002624102721900774,1.2140283756305226,1e-12,0.01,117767.51305431781,2.2247118357157046e-06,1.2488038804277977e-15,1.251e-15,0.0,0.0
0.009053928702201841,0.29153650421089927,64.0,0.20979501642955764,3.875666191910075e+25,9.398131244799924e+25,0.2098,1.569e+25,1.121e+26,0.002897487029662473,1.8491041222913034,1e-12,0.001,25414.217222382333,3.681781407097061e-06,1.250450687426649e-15,1.253e-15,0.0,0.0
0.010368676277463601,0.3338713761343279,64.0,0.22209977216396248,3.942661255069272e+25,3.944030940365873e+24,0.2221,1.477e+25,9.974e+25,0.0022493593927734807,1.0398622821352594,1e-12,0.1,159088.2111196382,6.869461645657763e-07,1.285737356579429e-15,1.287e-15,0.0,0.0
0.010368676277463601,0.3338713761343279,64.0,0.22219849635350458,3.943141474855661e+25,2.465618607465093e+25,0.2222,1.481e+25,9.993e+25,0.0025214404699099476,1.2489498513867021,1e-12,0.01,125124.37956835295,2.5310853794883037e-06,1.2860531124220875e-15,1.288e-15,0.0,0.0
0.010368676277463601,0.3338713761343279,64.0,0.2232943470117676,3.950807885023231e+25,8.982081448512217e+25,0.2233,1.507e+25,1.012e+26,0.0028737721262379924,1.8995226451541256,1e-12,0.001,20220.63429488907,3.153954104045814e-06,1.2890244303427135e-15,1.291e-15,0.0,0.0
0.011874342209110943,0.3823538191333723,64.0,0.23579971370233685,4.002663737336655e+25,4.1649218157225126e+24,0.2358,1.41e+25,8.969e+25,0.002689162061069554,1.0469088815442908,1e-12,0.1,175548.45766559354,4.670624523529567e-06,1.334065376391888e-15,1.336e-15,0.0,0.0
0.011874342209110943,0.3823538191333723,64.0,0.2359981451017305,4.003356118591112e+25,2.572130123534065e+25,0.236,1.414e+25,8.989e+25,0.002728107566475827,1.289218307481375,1e-12,0.01,131893.6291120181,2.8517673592464347e-06,1.3348497568422332e-15,1.337e-15,0.0,0.0
0.011874342209110943,0.3823538191333723,64.0,0.23729368093003123,4.007789482810103e+25,8.473732647930673e+25,0.2373,1.445e+25,9.132e+25,0.002879639336309789,1.9406897421398221,1e-12,0.001,15189.129879498467,2.5459501647700164e-06,1.3400210104920252e-15,1.342e-15,0.0,0.0
0.013598650312339136,0.4378765400573201,64.0,0.2501996406234153,4.042973527628723e+25,4.3925688536373905e+24,0.2502,1.346e+25,8.071e+25,0.0021464169782765582,1.0548600556320755,1e-12,0.1,193553.17186086654,1.2276043142894791e-06,1.3964161546834357e-15,1.398e-15,0.0,0.0
0.013598650312339136,0.4378765400573201,64.0,0.2503977255197769,4.043430399834958e+25,2.6669403348445145e+25,0.2504,1.351e+25,8.092e+25,0.002267339254434915,1.3325049039804082,1e-12,0.01,137793.02833481735,3.1856093315670323e-06,1.3973402942874625e-15,1.399e-15,0.0,0.0
0.013598650312339136,0.4378765400573201,64.0,0.2519930123259129,4.049617201247397e+25,7.901905462110004e+25,0.252,1.384e+25,8.235e+25,0.0028748523499937026,1.9734174820623862,1e-12,0.001,10630.408760038881,1.914021435076804e-06,1.4042820626110289e-15,1.406e-15,0.0,0.0
0.015573350258963675,0.5014618783386303,64.0,0.26519955068791073,4.073040962859856e+25,4.6340123663730194e+24,0.2652,1.282e+25,7.252e+25,0.0029463806809424562,1.0645902023489873,1e-12,0.1,213200.27885888185,2.8357165314337628e-06,1.4708557279644284e-15,1.473e-15,0.0,0.0
0.015573350258963675,0.5014618783386303,64.0,0.2654972289068892,4.07179125871224e+25,2.7524979741460233e+25,0.2655,1.288e+25,7.277e+25,0.002654190876023944,1.382083410494338,1e-12,0.01,142385.66979460954,3.5159573265986514e-06,1.4727909842579708e-15,1.475e-15,0.0,0.0
0.015573350258963675,0.5014618783386303,64.0,0.2674923515138523,4.074183003737469e+25,7.291595864221653e+25,0.2675,1.325e+25,7.431e+25,0.002555545234270673,1.9942908299960254,1e-12,0.001,6854.342230889027,1.324835589880018e-06,1.483570254546771e-15,1.485e-15,0.0,0.0
0.017834802183882763,0.5742806303210249,64.0,0.28109943857443076,4.086926184394192e+25,4.885363064647559e+24,0.2811,1.222e+25,6.519e+25,0.003080621713050162,1.0757582529427954,1e-12,0.1,234409.56531189932,1.9318065359818907e-06,1.561067490454218e-15,1.563e-15,0.0,0.0
0.017834802183882763,0.5742806303210249,64.0,0.28149664184298945,4.085048962866836e+25,2.823784176313361e+25,0.2815,1.229e+25,6.546e+25,0.0025638867313256004,1.4356404845122426,1e-12,0.01,145053.86431889216,3.829179158854453e-06,1.5638470240872517e-15,1.566e-15,0.0,0.0
0.017834802183882763,0.5742806303210249,64.0,0.2838917113423558,4.08795628127754e+25,6.681954420593682e+25,0.2839,1.268e+25,6.7e+25,0.00284929447802611,2.012526629309157,1e-12,0.001,4017.808878200219,8.333982697222035e-07,1.5779752800216332e-15,1.58e-15,0.0,0.0
0.02042464618396093,0.657673607123542,64.0,0.29809929799604323,4.0852908229033015e+25,5.148299816840497e+24,0.2981,1.166e+25,5.865e+25,0.002480488000679125,1.0885278712372006,1e-12,0.1,257079.02033166413,1.0324939554093357e-06,1.6690409026274149e-15,1.67e-15,0.0,0.0
0.02042464618396093,0.657673607123542,64.0,0.2984959557441867,4.087487625258309e+25,2.8800431422262595e+25,0.2985,1.171e+25,5.885e+25,0.002875025967741034,1.4951836019089717,1e-12,0.01,145342.94959091517,4.109195303112295e-06,1.6712798410280568e-15,1.673e-15,0.0,0.0
0.02042464618396093,0.657673607123542,64.0,0.3013910556779282,4.0863183791499245e+25,6.0845783098622995e+25,0.3014,1.215e+25,6.047e+25,0.0028411496008196604,2.022075522627392,1e-12,0.001,2099.8441301020475,4.6753652162926866e-07,1.6907094070421023e-15,1.692e-15,0.0,0.0
