0.1581E-01,0.8962E-01,0.2196E-04
0.4743E-01,0.8962E-01,0.2117E-04
0.7908E-01,0.8962E-01,0.1960E-04
0.1108E+00,0.8962E-01,0.1456E-04
0.1424E+00,0.8962E-01,0.1025E-04
0.1742E+00,0.8962E-01,0.7259E-05
0.2059E+00,0.8962E-01,0.5928E-05
0.2377E+00,0.8962E-01,0.6062E-05
0.2695E+00,0.8962E-01,0.8269E-05
0.3013E+00,0.8962E-01,0.1264E-04
0.3331E+00,0.8962E-01,0.1829E-04
0.3650E+00,0.8962E-01,0.2544E-04
0.3969E+00,0.8962E-01,0.3388E-04
0.4288E+00,0.8962E-01,0.4317E-04
0.4608E+00,0.8962E-01,0.5333E-04
0.4927E+00,0.8962E-01,0.6444E-04
0.5247E+00,0.8962E-01,0.7641E-04
0.5567E+00,0.8962E-01,0.8926E-04
0.5888E+00,0.8962E-01,0.1031E-03
0.6208E+00,0.8962E-01,0.1178E-03
0.6529E+00,0.8962E-01,0.1335E-03
0.6850E+00,0.8962E-01,0.1502E-03
0.7172E+00,0.8962E-01,0.1678E-03
0.7493E+00,0.8962E-01,0.1863E-03
0.7815E+00,0.8961E-01,0.2057E-03
0.8137E+00,0.8961E-01,0.2261E-03
0.8459E+00,0.8961E-01,0.2475E-03
0.8782E+00,0.8961E-01,0.2698E-03
0.9105E+00,0.8960E-01,0.2931E-03
0.9428E+00,0.8960E-01,0.3174E-03
0.9751E+00,0.8960E-01,0.3426E-03
0.1007E+01,0.8959E-01,0.3678E-03
0.1040E+01,0.8959E-01,0.3924E-03
0.1072E+01,0.8958E-01,0.4174E-03
0.1105E+01,0.8958E-01,0.4432E-03
0.1137E+01,0.8957E-01,0.4698E-03
0.1170E+01,0.8956E-01,0.4972E-03
0.1202E+01,0.8955E-01,0.5259E-03
0.1235E+01,0.8954E-01,0.5566E-03
0.1267E+01,0.8954E-01,0.5886E-03
0.1300E+01,0.8953E-01,0.6210E-03
0.1332E+01,0.8951E-01,0.6531E-03
0.1365E+01,0.8950E-01,0.6855E-03
0.1398E+01,0.8949E-01,0.7186E-03
0.1430E+01,0.8948E-01,0.7526E-03
0.1463E+01,0.8946E-01,0.7874E-03
0.1496E+01,0.8945E-01,0.8221E-03
0.1528E+01,0.8943E-01,0.8548E-03
0.1561E+01,0.8941E-01,0.8866E-03
0.1594E+01,0.8939E-01,0.9190E-03
0.1627E+01,0.8937E-01,0.9519E-03
0.1660E+01,0.8935E-01,0.9854E-03
0.1693E+01,0.8933E-01,0.1020E-02
0.1725E+01,0.8931E-01,0.1054E-02
0.1758E+01,0.8928E-01,0.1090E-02
0.1791E+01,0.8926E-01,0.1126E-02
0.1824E+01,0.8923E-01,0.1162E-02
0.1857E+01,0.8921E-01,0.1199E-02
0.1890E+01,0.8918E-01,0.1238E-02
0.1923E+01,0.8915E-01,0.1281E-02
0.1956E+01,0.8912E-01,0.1329E-02
0.1989E+01,0.8908E-01,0.1377E-02
0.2022E+01,0.8905E-01,0.1426E-02
0.2056E+01,0.8901E-01,0.1476E-02
0.2089E+01,0.8897E-01,0.1527E-02
0.2122E+01,0.8893E-01,0.1573E-02
0.2155E+01,0.8889E-01,0.1617E-02
0.2188E+01,0.8884E-01,0.1661E-02
0.2222E+01,0.8879E-01,0.1710E-02
0.2255E+01,0.8875E-01,0.1762E-02
0.2288E+01,0.8870E-01,0.1814E-02
0.2322E+01,0.8864E-01,0.1868E-02
0.2355E+01,0.8859E-01,0.1922E-02
0.2388E+01,0.8853E-01,0.1977E-02
0.2422E+01,0.8847E-01,0.2033E-02
0.2455E+01,0.8840E-01,0.2090E-02
0.2489E+01,0.8834E-01,0.2148E-02
0.2522E+01,0.8827E-01,0.2211E-02
0.2555E+01,0.8820E-01,0.2278E-02
0.2589E+01,0.8812E-01,0.2346E-02
0.2623E+01,0.8804E-01,0.2415E-02
0.2656E+01,0.8796E-01,0.2485E-02
0.2690E+01,0.8788E-01,0.2556E-02
0.2723E+01,0.8779E-01,0.2628E-02
0.2757E+01,0.8769E-01,0.2701E-02
0.2791E+01,0.8759E-01,0.2775E-02
0.2824E+01,0.8749E-01,0.2847E-02
0.2858E+01,0.8739E-01,0.2919E-02
0.2892E+01,0.8728E-01,0.2992E-02
0.2926E+01,0.8716E-01,0.3066E-02
0.2959E+01,0.8705E-01,0.3141E-02
0.2993E+01,0.8692E-01,0.3216E-02
0.3027E+01,0.8680E-01,0.3290E-02
0.3061E+01,0.8667E-01,0.3363E-02
0.3095E+01,0.8653E-01,0.3437E-02
0.3129E+01,0.8639E-01,0.3511E-02
0.3163E+01,0.8625E-01,0.3587E-02
0.3197E+01,0.8610E-01,0.3664E-02
0.3231E+01,0.8595E-01,0.3741E-02
0.3265E+01,0.8579E-01,0.3819E-02
0.3299E+01,0.8563E-01,0.3899E-02
0.3333E+01,0.8546E-01,0.3979E-02
0.3367E+01,0.8529E-01,0.4059E-02
0.3401E+01,0.8511E-01,0.4141E-02
0.3435E+01,0.8493E-01,0.4224E-02
0.3469E+01,0.8474E-01,0.4307E-02
0.3503E+01,0.8455E-01,0.4392E-02
0.3537E+01,0.8435E-01,0.4477E-02
0.3572E+01,0.8415E-01,0.4563E-02
0.3606E+01,0.8394E-01,0.4649E-02
0.3640E+01,0.8373E-01,0.4735E-02
0.3674E+01,0.8351E-01,0.4821E-02
0.3709E+01,0.8328E-01,0.4908E-02
0.3743E+01,0.8305E-01,0.4995E-02
0.3778E+01,0.8282E-01,0.5084E-02
0.3812E+01,0.8257E-01,0.5173E-02
0.3846E+01,0.8233E-01,0.5263E-02
0.3881E+01,0.8207E-01,0.5354E-02
0.3915E+01,0.8182E-01,0.5446E-02
0.3950E+01,0.8155E-01,0.5539E-02
0.3984E+01,0.8128E-01,0.5633E-02
0.4019E+01,0.8100E-01,0.5730E-02
0.4053E+01,0.8072E-01,0.5831E-02
0.4088E+01,0.8043E-01,0.5932E-02
0.4123E+01,0.8013E-01,0.6035E-02
0.4157E+01,0.7983E-01,0.6139E-02
0.4192E+01,0.7952E-01,0.6243E-02
0.4227E+01,0.7920E-01,0.6349E-02
0.4261E+01,0.7887E-01,0.6456E-02
0.4296E+01,0.7854E-01,0.6563E-02
0.4331E+01,0.7820E-01,0.6672E-02
