0.3959E-02,0.4776E+01,0.2079E-03
0.1188E-01,0.4774E+01,0.3119E-03
0.1979E-01,0.4769E+01,0.5198E-03
0.2771E-01,0.4761E+01,0.7277E-03
0.3563E-01,0.4751E+01,0.9356E-03
0.4355E-01,0.4739E+01,0.1143E-02
0.5146E-01,0.4724E+01,0.1351E-02
0.5938E-01,0.4707E+01,0.1559E-02
0.6730E-01,0.4687E+01,0.1767E-02
0.7522E-01,0.4665E+01,0.1975E-02
0.8313E-01,0.4641E+01,0.2183E-02
0.9105E-01,0.4614E+01,0.2391E-02
0.9897E-01,0.4585E+01,0.2599E-02
0.1069E+00,0.4554E+01,0.2807E-02
0.1148E+00,0.4520E+01,0.3015E-02
0.1227E+00,0.4485E+01,0.3223E-02
0.1306E+00,0.4447E+01,0.3430E-02
0.1386E+00,0.4408E+01,0.3638E-02
0.1465E+00,0.4366E+01,0.3846E-02
0.1544E+00,0.4323E+01,0.4054E-02
0.1623E+00,0.4278E+01,0.4262E-02
0.1702E+00,0.4231E+01,0.4470E-02
0.1781E+00,0.4183E+01,0.4678E-02
0.1861E+00,0.4132E+01,0.4886E-02
0.1940E+00,0.4081E+01,0.5094E-02
0.2019E+00,0.4027E+01,0.5302E-02
0.2098E+00,0.3973E+01,0.5510E-02
0.2177E+00,0.3917E+01,0.5718E-02
0.2257E+00,0.3860E+01,0.5926E-02
0.2336E+00,0.3801E+01,0.6133E-02
0.2415E+00,0.3742E+01,0.6341E-02
0.2494E+00,0.3682E+01,0.6549E-02
0.2573E+00,0.3620E+01,0.6757E-02
0.2652E+00,0.3558E+01,0.6965E-02
0.2732E+00,0.3495E+01,0.7173E-02
0.2811E+00,0.3432E+01,0.7381E-02
0.2890E+00,0.3367E+01,0.7589E-02
0.2969E+00,0.3303E+01,0.7797E-02
0.3048E+00,0.3237E+01,0.8005E-02
0.3127E+00,0.3172E+01,0.8213E-02
0.3207E+00,0.3106E+01,0.8421E-02
0.3286E+00,0.3040E+01,0.8629E-02
0.3365E+00,0.2973E+01,0.8837E-02
0.3444E+00,0.2907E+01,0.9045E-02
0.3523E+00,0.2841E+01,0.9253E-02
0.3602E+00,0.2774E+01,0.9461E-02
0.3682E+00,0.2708E+01,0.9669E-02
0.3761E+00,0.2642E+01,0.9877E-02
0.3840E+00,0.2577E+01,0.1008E-01
0.3919E+00,0.2511E+01,0.1029E-01
0.3998E+00,0.2446E+01,0.1050E-01
0.4078E+00,0.2381E+01,0.1071E-01
0.4157E+00,0.2317E+01,0.1092E-01
0.4236E+00,0.2254E+01,0.1112E-01
0.4315E+00,0.2191E+01,0.1133E-01
0.4394E+00,0.2128E+01,0.1154E-01
0.4473E+00,0.2067E+01,0.1175E-01
0.4553E+00,0.2006E+01,0.1196E-01
0.4632E+00,0.1946E+01,0.1216E-01
0.4711E+00,0.1886E+01,0.1237E-01
0.4790E+00,0.1828E+01,0.1258E-01
0.4869E+00,0.1770E+01,0.1279E-01
0.4948E+00,0.1714E+01,0.1300E-01
0.5028E+00,0.1658E+01,0.1320E-01
0.5107E+00,0.1603E+01,0.1341E-01
0.5186E+00,0.1549E+01,0.1362E-01
0.5265E+00,0.1497E+01,0.1383E-01
0.5344E+00,0.1445E+01,0.1404E-01
0.5424E+00,0.1394E+01,0.1424E-01
0.5503E+00,0.1345E+01,0.1445E-01
0.5582E+00,0.1296E+01,0.1466E-01
0.5661E+00,0.1249E+01,0.1487E-01
0.5740E+00,0.1202E+01,0.1508E-01
0.5819E+00,0.1157E+01,0.1528E-01
0.5899E+00,0.1113E+01,0.1549E-01
0.5978E+00,0.1070E+01,0.1570E-01
0.6057E+00,0.1028E+01,0.1591E-01
0.6136E+00,0.9876E+00,0.1612E-01
0.6215E+00,0.9479E+00,0.1633E-01
0.6294E+00,0.9094E+00,0.1653E-01
0.6374E+00,0.8720E+00,0.1674E-01
0.6453E+00,0.8357E+00,0.1695E-01
0.6532E+00,0.8005E+00,0.1716E-01
0.6611E+00,0.7664E+00,0.1737E-01
0.6690E+00,0.7334E+00,0.1757E-01
0.6770E+00,0.7014E+00,0.1778E-01
0.6849E+00,0.6704E+00,0.1799E-01
0.6928E+00,0.6405E+00,0.1820E-01
0.7007E+00,0.6116E+00,0.1841E-01
0.7086E+00,0.5837E+00,0.1861E-01
0.7165E+00,0.5567E+00,0.1882E-01
0.7245E+00,0.5308E+00,0.1903E-01
0.7324E+00,0.5057E+00,0.1924E-01
0.7403E+00,0.4816E+00,0.1945E-01
0.7482E+00,0.4585E+00,0.1966E-01
0.7561E+00,0.4362E+00,0.1986E-01
0.7640E+00,0.4147E+00,0.2007E-01
0.7720E+00,0.3941E+00,0.2028E-01
0.7799E+00,0.3744E+00,0.2049E-01
0.7878E+00,0.3554E+00,0.2070E-01
0.7957E+00,0.3372E+00,0.2090E-01
0.8036E+00,0.3198E+00,0.2111E-01
0.8116E+00,0.3032E+00,0.2132E-01
0.8195E+00,0.2872E+00,0.2153E-01
0.8274E+00,0.2719E+00,0.2174E-01
0.8353E+00,0.2574E+00,0.2195E-01
0.8432E+00,0.2434E+00,0.2215E-01
0.8511E+00,0.2301E+00,0.2236E-01
0.8591E+00,0.2175E+00,0.2257E-01
0.8670E+00,0.2054E+00,0.2278E-01
0.8749E+00,0.1938E+00,0.2299E-01
0.8828E+00,0.1829E+00,0.2319E-01
0.8907E+00,0.1724E+00,0.2340E-01
0.8986E+00,0.1625E+00,0.2361E-01
0.9066E+00,0.1531E+00,0.2382E-01
0.9145E+00,0.1441E+00,0.2403E-01
0.9224E+00,0.1356E+00,0.2424E-01
0.9303E+00,0.1275E+00,0.2444E-01
0.9382E+00,0.1199E+00,0.2465E-01
0.9462E+00,0.1126E+00,0.2486E-01
0.9541E+00,0.1057E+00,0.2507E-01
0.9620E+00,0.9922E-01,0.2528E-01
0.9699E+00,0.9306E-01,0.2549E-01
0.9778E+00,0.8724E-01,0.2569E-01
0.9857E+00,0.8175E-01,0.2590E-01
0.9937E+00,0.7655E-01,0.2611E-01
0.1002E+01,0.7166E-01,0.2632E-01
0.1009E+01,0.6703E-01,0.2653E-01
0.1017E+01,0.6268E-01,0.2674E-01
0.1025E+01,0.5858E-01,0.2694E-01
0.1033E+01,0.5471E-01,0.2715E-01
0.1041E+01,0.5108E-01,0.2736E-01
0.1049E+01,0.4766E-01,0.2757E-01
0.1057E+01,0.4444E-01,0.2778E-01
0.1065E+01,0.4143E-01,0.2799E-01
0.1073E+01,0.3859E-01,0.2819E-01
