T	Ne_T	RE_Ne	Tmp_T	C_klm[4,[[0, 0], [1, 0]]]
0.000000000000000000e+00 9.999999999999994278e+09 0.000000000000000000e+00 2.320904412080202601e+05 3.544907701811031320e+00 -2.775557561562891351e-17 1.156606362107131628e-15 8.601880172370339621e-18 -2.551211487745151726e-17 -5.835373316196628973e-18 -2.933159434327484859e-16 -4.933856260335320249e-18 3.279527939904338823e-16 -2.737183773576772350e-18 
1.000000000000000021e-08 9.999999999999900818e+09 9.346008300781254802e-15 2.179951489547885139e+05 3.544907701810996681e+00 2.890788931976513945e-10 -3.850817079037236468e-01 -1.999959066235289359e-10 4.296388831216453319e-01 1.396873906593960922e-11 -1.593498689310053340e-01 5.118736143417125288e-11 -1.339797966229010484e-01 1.582147518313996714e-10 
2.000000000000000042e-08 9.999999999999713898e+09 2.803802490234376756e-14 2.056428641954087943e+05 3.544907701810931400e+00 1.311274818560759219e-10 -4.815747433250119336e-01 -9.754544506844009144e-10 8.678236795770319922e-01 -3.248127400202916637e-10 -2.356252701196637211e-01 1.125563390393253444e-09 -2.617994895452016024e-01 -9.807035723265779409e-10 
3.000000000000000394e-08 9.999999999999555588e+09 4.386901855468752679e-14 1.946770492324065999e+05 3.544907701810874556e+00 1.299647722019390996e-09 -5.720374733912887422e-01 5.432887615336720068e-10 1.270467843978841493e+00 3.871960669233178781e-10 -2.384331991819551577e-01 -4.694375172318130929e-10 -3.640050412916877587e-01 1.636831421769338183e-10 
4.000000000000000084e-08 9.999999999999296188e+09 6.980895996093754450e-14 1.844378012766260945e+05 3.544907701810783074e+00 -1.028272912294994354e-09 -6.779044477861466689e-01 1.166230860320801031e-09 1.687202918676907526e+00 1.445420914017282239e-10 -2.364634363483320012e-01 -6.912168719887821086e-10 -3.751921122375466711e-01 -2.191693272329926774e-11 
4.999999999999999774e-08 9.999999999999139786e+09 8.544921875000004571e-14 1.760241158756659424e+05 3.544907701810727563e+00 -1.840241877685207791e-09 -7.252217386492505469e-01 -5.563884662657000389e-10 1.987468811062953922e+00 6.256330318214371233e-10 -5.237689320927960135e-02 -1.151200199083529559e-09 -4.438208298469181745e-01 -1.220991287722433195e-10 
5.999999999999999464e-08 9.999999999999017715e+09 9.765625000000005404e-14 1.687680554602091725e+05 3.544907701810684486e+00 4.690332448156229541e-10 -7.608248964077226617e-01 -2.845331340737984289e-10 2.198755430385088694e+00 2.939095536595106532e-10 2.556755377713235688e-01 -6.380460976372655778e-10 -6.022402077988151525e-01 5.973266089363147387e-10 
6.999999999999999154e-08 9.999999999998706818e+09 1.287460327148438300e-13 1.620357669704343716e+05 3.544907701810574796e+00 1.161916849575317032e-12 -8.114868092177442982e-01 -1.824909603515990887e-12 2.415020011953608492e+00 1.924826764861263534e-12 5.557863798031034142e-01 -1.630801713253252615e-12 -7.170132533674260511e-01 1.986681025765985765e-12 
7.999999999999998844e-08 9.999999999998435974e+09 1.558303833007813453e-13 1.558992054286993225e+05 3.544907701810479761e+00 -6.187570610155926848e-10 -8.615690975866296952e-01 -2.364259210406364324e-10 2.640860710566454106e+00 2.064473129524586878e-10 8.576081774344719300e-01 2.811481163177748525e-10 -7.802966204086767554e-01 -9.692143070088469726e-11 
8.999999999999998534e-08 9.999999999998395920e+09 1.598358154296875933e-13 1.504685590272953559e+05 3.544907701810465106e+00 2.988403459040929829e-09 -9.081555661617031205e-01 -3.960014917182328517e-10 2.870801633175618761e+00 9.372019596789891430e-11 1.150815940069609189e+00 -4.163199115062767440e-10 -7.873357929104551900e-01 -3.519445569671540817e-11 
9.999999999999998224e-08 9.999999999998128891e+09 1.865386962890626053e-13 1.457719127665839333e+05 3.544907701810370071e+00 -3.102395700365969553e-10 -9.515184192929657669e-01 -1.539208248708562473e-10 3.098434046556522325e+00 7.602392134232003690e-10 1.420605598719458795e+00 -1.808205633669363350e-10 -7.421908708859543680e-01 -5.823215774026865514e-12 
