T	Ne_T	RE_Ne	Tmp_T	C_klm[16,[[0, 0], [1, 0]]]
0.000000000000000000e+00 9.999999999999994278e+09 0.000000000000000000e+00 2.320904412080202601e+05 3.544907701811031320e+00 -2.775557561562891351e-17 1.156606362107131628e-15 8.601880172370339621e-18 -2.551211487745151726e-17 -5.835373316196628973e-18 -2.933159434327484859e-16 -4.933856260335320249e-18 3.140750061826194255e-16 -2.737183773576770809e-18 1.698064080283739345e-15 -6.751474137903788570e-19 -2.738512416952416107e-15 -2.550965923815211442e-17 8.217836386126453630e-16 1.490402663514174651e-17 1.770283048364866359e-15 -2.342767125669757038e-17 -2.173787902481651638e-15 -5.808741998923578551e-18 6.092222143872450568e-16 -1.871622702021857871e-17 9.765205709158507830e-16 1.007358935949590232e-17 -1.530017327017722440e-15 -2.563701405130355830e-18 1.670261055916270673e-15 -7.980613940267533750e-18 -6.351601422219375993e-16 -1.179030530673990731e-17 -1.401451267252779761e-15 -1.032923998469510987e-18 2.530088067444990768e-15 -1.379080760699050252e-18 
1.000000000000000062e-09 9.999999999999988556e+09 5.722045898437502920e-16 2.306274428035868332e+05 3.544907701811027767e+00 -6.131478505565503127e-10 -3.965321743674721233e-02 -1.823943630359081844e-09 4.338809464114179448e-02 -2.092259992463708782e-09 -1.488369851355030027e-02 -1.392140436262351427e-10 -1.474152969093811549e-02 5.284198497155027829e-10 2.598062421728908333e-02 -1.713076762608671519e-10 -2.036375684954538912e-02 1.344371384154547896e-10 9.366999962469702012e-03 1.264008229993544926e-09 -1.908673160107121625e-03 -1.691967175719127073e-10 -3.125126173566528109e-04 -6.380681159538238553e-10 5.761899973006912035e-04 -5.269703431469291855e-11 -2.682848264667914151e-03 -6.709826902214376794e-10 7.853931163293914608e-03 3.427889622356882826e-10 -1.416997194310187780e-02 -7.507558023554060026e-10 1.801308171094895272e-02 -6.366677557884333660e-10 -1.626850994569473130e-02 8.418582954280707034e-10 8.074860277006670750e-03 -5.669665942399744464e-10 
2.000000000000000125e-09 9.999999999999961853e+09 3.242492675781251819e-15 2.291858873069424881e+05 3.544907701811017997e+00 -2.385485999577879980e-09 -5.240780240080145091e-02 -4.036105933531317165e-11 9.299929393968975333e-02 5.130758286701744906e-10 -2.894716794205526300e-02 5.384890577858736797e-10 -2.922245348020524602e-02 1.327278332985838698e-09 5.084253193902288359e-02 -5.107136520569535578e-10 -3.948146193740686982e-02 -3.939084089264953276e-10 1.808401684589133751e-02 8.006231359628583734e-10 -4.018576378224114620e-03 -6.346504258705751345e-10 2.246064060371644189e-04 -8.091304466306855519e-10 6.285441890163667722e-05 -7.068708888633918976e-11 -4.418396697984050547e-03 1.028784431785426260e-09 1.514991195196380147e-02 -1.568392630770603971e-10 -2.826981047339671704e-02 -3.989985559803680947e-10 3.641883538438506207e-02 3.515682503568605200e-11 -3.327766359548456343e-02 2.498421346880709518e-10 1.706831676162212652e-02 8.025945400097101452e-10 
3.000000000000000394e-09 9.999999999999937057e+09 5.722045898437503117e-15 2.277653609494986013e+05 3.544907701811010448e+00 -4.327667602909560105e-10 -6.501291348154403238e-02 -1.843890337489872448e-09 1.420303217579932387e-01 5.089103930968828742e-10 -4.213723119453288701e-02 1.589845722556418026e-09 -4.339154218721708034e-02 -4.441377679510306829e-10 7.460261016648050969e-02 -8.993234893780604631e-10 -5.740617882502352387e-02 -1.134547522710627121e-09 2.620467416837790608e-02 -8.334895951984377736e-10 -6.347307459539486274e-03 -6.206266136670409110e-10 1.583007821412962812e-03 -8.467931759142454126e-10 -1.485379235710571066e-03 -1.571214451872457907e-09 -5.253626673146438719e-03 -4.891443955958219830e-10 2.189923382866565404e-02 8.415296261702917939e-11 -4.226629112129565158e-02 -7.220622246430576819e-10 5.515221545422654970e-02 -1.178527647803213163e-09 -5.095774171887090809e-02 1.450780210519451778e-09 2.693569325308343976e-02 5.071820257745105973e-11 
4.000000000000000249e-09 9.999999999999916077e+09 7.820129394531253761e-15 2.263655050783753686e+05 3.544907701811004674e+00 2.087268235976532897e-10 -7.747354785035387437e-02 4.617026577410300053e-10 1.905037828546132239e-01 1.162208178106938046e-09 -5.449699274824526540e-02 3.716817137962006335e-10 -5.721363895583220227e-02 -2.417088605380104241e-09 9.727547408895009795e-02 1.436110025638017615e-10 -7.418466616298191596e-02 -4.427678338758538287e-10 3.377611851948181254e-02 -2.475472117303523415e-09 -8.909110879519177573e-03 -1.685768941184115619e-11 3.735765040017824390e-03 -3.482200260915000983e-10 -4.019065283971626212e-03 -7.900381862117101758e-10 -5.229321893962968204e-03 5.705791556218347500e-10 2.810871600357567335e-02 -2.301504745452796089e-10 -5.612481336822872091e-02 3.331223470365135617e-11 7.414955175142257104e-02 -1.600246134242766792e-09 -6.924166403611997644e-02 3.398035874390155005e-10 3.763453771504371437e-02 1.768672364031656408e-09 
5.000000000000000105e-09 9.999999999999923706e+09 7.057189941406254029e-15 2.249860086710068863e+05 3.544907701811006007e+00 -3.397956600909111065e-09 -8.979385127710892700e-02 -7.223230667866547522e-10 2.384385885976516573e-01 6.066569331218856406e-10 -6.606595990060304402e-02 -1.276193916287757757e-09 -7.065524311451198969e-02 6.916593773322296887e-11 1.188735348700253880e-01 1.151330944417260735e-09 -8.985796055973782615e-02 -1.320803344187006714e-09 4.083943669218603745e-02 -7.465586587599303045e-10 -1.171488867722159100e-02 -1.088409023100981980e-10 6.656934619240439943e-03 -8.912238481189521371e-10 -7.493222708399194243e-03 -1.290700681303221431e-09 -4.380756323806939134e-03 -5.360583604269432162e-10 3.378107482202252765e-02 1.496277413857836729e-11 -6.980930008558494659e-02 4.064691472418424840e-10 9.334801310961204912e-02 -4.387591765528605684e-10 -8.806420312764468017e-02 1.362522439625878697e-09 4.912383738573536385e-02 4.066082821965436281e-10 
5.999999999999999960e-09 9.999999999999948502e+09 4.577636718750002336e-15 2.236266023686994158e+05 3.544907701811013556e+00 -4.909784388589175523e-10 -1.019771630732762557e-01 5.022558539652270237e-11 2.858502228447047933e-01 6.717882262698987049e-10 -7.688024598667819731e-02 -1.106199815706224130e-09 -8.368449866321719943e-02 -6.465420884641651380e-12 1.394073321756931494e-01 -5.733024774030009747e-10 -1.044618128420633230e-01 -2.501485381728720531e-09 4.742988045645216144e-02 2.196175807331926150e-10 -1.477218491703374825e-02 2.300264735244954003e-09 1.032126594421933601e-02 -4.431992070556931849e-10 -1.186675382779464258e-02 -1.984822402646475155e-09 -2.738288987078785208e-03 1.629945459290155145e-09 3.891517894337698236e-02 -2.994052755177185380e-10 -8.328206620862055320e-02 -1.734959115409789578e-10 1.126852454981905199e-01 9.660201284757725864e-10 -1.073614716599283342e-01 -3.418350804579364758e-10 6.136339628403685020e-02 6.327430415742240977e-10 
6.999999999999999816e-09 9.999999999999919891e+09 7.438659667968753500e-15 2.222870527996039891e+05 3.544907701811005118e+00 2.470408311711152625e-09 -1.140260718630293768e-01 -6.719022981872128376e-10 3.327509599695348541e-01 -3.571288662641166144e-11 -8.697287161581157555e-02 1.646990764265701598e-10 -9.627135294358318829e-02 -6.891451796204966460e-10 1.588857548441286183e-01 -2.464943415343770144e-10 -1.180270309308821541e-01 -2.741353679757144533e-10 5.357725932717177786e-02 1.087424732735333808e-09 -1.808516242203370150e-02 1.099014903265397649e-09 1.470375093164449226e-02 -5.250582142666853144e-10 -1.710194536534918180e-02 -9.631064785592596479e-10 -3.277875971568824931e-04 -2.546679909203721770e-10 4.350643390482523964e-02 -4.084862176546287044e-10 -9.650392652406312999e-02 -1.336419731217923528e-10 1.320989704044624458e-01 1.920159417310257931e-11 -1.270702157106700925e-01 1.522715703471377348e-09 7.431323112904260342e-02 3.436741789549577694e-10 
8.000000000000000498e-09 9.999999999999921799e+09 7.247924804687503370e-15 2.209671533881487267e+05 3.544907701811004230e+00 1.032772502322256333e-09 -1.259426293966137700e-01 6.387895711661363468e-10 3.791503941832603530e-01 -1.471054452935654041e-09 -9.637418656255802851e-02 -2.230070095645559504e-09 -1.083875377635828974e-01 2.974080802875437364e-10 1.773165965087567519e-01 9.057193129310292786e-10 -1.305803117767225519e-01 -2.881554326614103766e-10 5.930654228189477517e-02 -4.905606075433753629e-10 -2.165471546210302745e-02 -2.226046160041251897e-10 1.977913043213162109e-02 -2.662161891483929221e-10 -2.316343076695373884e-02 -1.441632701761317071e-09 2.828238774732795557e-03 -4.296560841237379807e-10 4.754746958083319597e-02 -3.493603136994307764e-10 -1.094341911949579804e-01 -2.075789124107317906e-10 1.515263634302815576e-01 5.040138214976330991e-10 -1.471267419727992631e-01 -2.481719113179158621e-10 8.793228841137594454e-02 1.485232714923765634e-09 
9.000000000000001181e-09 9.999999999999916077e+09 7.820129394531253761e-15 2.196667219770392112e+05 3.544907701811004230e+00 1.767345750016639557e-09 -1.377282420091708315e-01 4.440773903468002139e-10 4.250555275643713160e-01 1.885698547849883548e-09 -1.051118947139659809e-01 -5.388207892173561462e-10 -1.200066666795699954e-01 -2.502976916883507609e-09 1.947066874209534004e-01 -9.636857356481614954e-10 -1.421443633893234582e-01 8.143276926974420440e-10 6.463789078566892221e-02 -1.457305324173267062e-09 -2.547837716333610503e-02 -3.440321291588674941e-09 2.552169472742227968e-02 4.130211088383331581e-10 -3.001793410314040206e-02 -1.106576848427746322e-09 6.710399710153781838e-03 -2.092856066799230220e-09 5.102828741663242851e-02 -1.227107034449715038e-10 -1.220307014099182574e-01 9.053153562420240410e-11 1.709039741338705398e-01 -7.628111823815761848e-12 -1.674667403972194546e-01 -1.837873595770241347e-10 1.021781714771419491e-01 3.555846795600722726e-09 
