T	Ne_T	RE_Ne	Tmp_T	C_klm[8,[[0, 0], [1, 0]]]
0.000000000000000000e+00 9.999999999999994278e+09 0.000000000000000000e+00 2.320904412080202601e+05 3.544907701811031320e+00 -2.775557561562891351e-17 1.156606362107131628e-15 8.601880172370339621e-18 -2.551211487745151726e-17 -5.835373316196628973e-18 -2.933159434327484859e-16 -4.933856260335320249e-18 3.140750061826194255e-16 -2.737183773576770809e-18 1.698064080283739345e-15 -6.751474137903788570e-19 -2.738512416952416107e-15 -2.550965923815211442e-17 8.217836386126453630e-16 1.490402663514174651e-17 1.673138533710165162e-15 -2.342767125669757038e-17 
1.000000000000000021e-08 1.965023590654875946e+10 -9.650235906548770837e-01 5.823344306383717776e+04 6.965827260752834427e+00 5.753706995439515349e-14 -7.884187022194686811e+00 -5.927055978599947621e-14 4.879630454111810067e+00 3.189112989300837511e-14 -5.924837624392318425e-01 7.333884645486784290e-16 -2.601890985107556009e+00 -2.187710587735235973e-14 3.751260675995204075e+00 2.673734825871873134e-14 -3.212304984965052235e+00 -2.020784054048183044e-14 1.932434762999102995e+00 1.106024756531099525e-14 -7.761565204116958050e-01 -3.560117781652968452e-15 
2.000000000000000042e-08 2.045953237783253860e+10 -1.045953237783254997e+00 5.110710878586868785e+04 7.252715390163072762e+00 5.578870698741411616e-14 -4.606171828413936353e-01 4.474198789239380858e-14 -2.531906077194468807e+00 -7.693845560652334825e-14 1.157560489412678084e+00 4.468647674116255075e-15 5.729458676635684755e-03 7.095712906135531739e-14 4.951652238812170315e-01 -7.902359322464747038e-14 -1.210187644683089037e+00 3.187207442412187675e-14 1.055100281586232036e+00 4.193260322304936949e-15 -3.991925890743734939e-01 -1.107887589889828852e-14 
3.000000000000000394e-08 2.094293060698211288e+10 -1.094293060698212416e+00 4.711323888907910441e+04 7.424075600718487600e+00 5.247538514829841461e-14 -2.602823250964909629e-01 6.925710005489804644e-14 -1.810873891086635101e+00 -6.424721865627702755e-14 4.891381169590681283e-02 -2.774863672172500628e-14 3.665570714104087746e-01 7.799837165034517739e-14 1.036022979199074934e+00 -5.547862516608326189e-14 -2.021866044617393943e+00 1.104465911089258512e-14 1.611552180233706499e+00 1.081364273299023626e-14 -6.136971850615760005e-01 -7.751067790746810231e-15 
4.000000000000000084e-08 2.096141915192904663e+10 -1.096141915192905936e+00 4.696414267611756077e+04 7.430629619256254870e+00 4.709705486946240498e-14 3.674330451796734565e-01 8.417131317923805153e-14 -1.516716323073934447e+00 -5.783387634774397378e-14 -5.173869137453559475e-01 -4.154508841476436909e-14 3.982639916455901208e-01 7.837907860308584542e-14 1.148528466071488063e+00 -4.525325265483041244e-14 -1.717245140388940383e+00 3.724868153819359665e-15 1.050704619371455983e+00 1.251893024982233751e-14 -2.703342999356253551e-01 -6.839951455942861521e-15 
4.999999999999999774e-08 2.103757504954552078e+10 -1.103757504954553381e+00 4.635276553628836700e+04 7.457626182056154462e+00 4.915990318863798646e-14 2.325785792127099683e-01 8.138994138314070327e-14 -1.357431782438158763e+00 -5.622926393855920610e-14 -5.696851871291555014e-01 -4.450711455068992030e-14 4.236112989621072522e-01 7.999140556113803077e-14 9.946495256534652052e-01 -4.611454814357112621e-14 -1.443795306449808802e+00 4.468135749974625541e-15 8.086292792114276873e-01 9.605920269140482848e-15 -1.631719084552036292e-01 -6.579273784172679981e-15 
5.999999999999999464e-08 2.115538790577087784e+10 -1.115538790577089046e+00 4.541563944633575011e+04 7.499389752196716330e+00 5.022832066516416151e-14 1.467368707861513855e-01 8.593294007825562700e-14 -1.293285248744012073e+00 -5.534409854636738665e-14 -4.695019085192728703e-01 -4.757639179741777156e-14 2.377689198712844565e-01 8.032849618428718717e-14 1.074919382048346250e+00 -3.896901631153640343e-14 -1.374189200600999916e+00 2.770804647937610658e-15 7.007299529210360145e-01 8.783508516167607311e-15 -1.130387411304924344e-01 -4.587801492872412013e-15 
6.999999999999999154e-08 2.131248694846622467e+10 -1.131248694846623604e+00 4.418213582039761241e+04 7.555079912836501599e+00 5.329070518200751394e-14 5.716187669493155710e-02 8.792966355031239800e-14 -1.210277099361693587e+00 -4.973799150320701301e-14 -3.646215868959028494e-01 -5.195843755245732609e-14 2.555926460874768935e-03 7.727152251391089521e-14 1.205865029476796302e+00 -3.705369344686459954e-14 -1.309831718592081584e+00 2.636779683484746784e-16 5.591566757568834367e-01 8.791578576250458354e-15 -3.190310082701591082e-02 -5.338200928851758992e-15 
7.999999999999998844e-08 2.150136456207341766e+10 -1.150136456207343061e+00 4.272297772501604049e+04 7.622035283554084550e+00 5.274227506558287759e-14 -3.492041194400741233e-02 8.697327907308404112e-14 -1.083590337859714481e+00 -4.238484173688496573e-14 -2.671008508256664804e-01 -5.473757276943118279e-14 -2.923090051936541034e-01 7.534321071663030184e-14 1.402181194044479051e+00 -3.254309096032141808e-14 -1.266400527593515291e+00 -2.633293189994729677e-15 4.055113597655497504e-01 9.675385594567424601e-15 6.130271598975178815e-02 -2.169325916817621547e-15 
8.999999999999998534e-08 2.171387611074557114e+10 -1.171387611074558466e+00 4.111158583723468473e+04 7.697368666115256275e+00 5.272470971983919154e-14 -1.325555328455418902e-01 8.756006750004156208e-14 -8.973708427013891153e-01 -3.447178032253825006e-14 -1.988899261297496501e-01 -5.902716043135495735e-14 -6.334095458914166255e-01 6.704801229395393990e-14 1.674844420271750067e+00 -2.211162949313232214e-14 -1.278797603889641366e+00 -7.514775299361192533e-15 2.778926064859689182e-01 7.772744887684993867e-15 1.463524225417409674e-01 -2.676895163866710448e-16 
9.999999999999998224e-08 2.193678304329257965e+10 -1.193678304329259143e+00 3.945491855629587371e+04 7.776387116312550418e+00 5.182668554136141503e-14 -2.275295232768801412e-01 8.526861319651526331e-14 -6.461013489675959676e-01 -2.559993732772244783e-14 -1.931984782099900322e-01 -6.300168492412463431e-14 -9.778063059747981178e-01 6.185387748591280796e-14 2.013336231959856448e+00 -1.652609807140083752e-14 -1.384892947784657879e+00 -8.763669733993490716e-15 2.318882414011113335e-01 6.908424998865774447e-15 1.905107550714021936e-01 1.399637242043005880e-16 
