T	Ne_T	RE_Ne	Tmp_T	C_klm[4,[[0, 0], [1, 0]]]
0.000000000000000000e+00 9.999999999999994278e+09 0.000000000000000000e+00 2.320904412080202601e+05 3.544907701811031320e+00 -2.775557561562891351e-17 1.156606362107131628e-15 8.601880172370339621e-18 -2.551211487745151726e-17 -5.835373316196628973e-18 -2.933159434327484859e-16 -4.933856260335320249e-18 3.279527939904338823e-16 -2.737183773576772350e-18 
1.000000000000000062e-09 9.999999999999986649e+09 7.629394531250004222e-16 2.306255242296168872e+05 3.544907701811027323e+00 2.554314646520443325e-10 -3.970677545608092274e-02 -1.500890861972643760e-10 4.345093851431114373e-02 -3.625360770419733671e-11 -1.487059653757039079e-02 8.435949703006904323e-11 -1.484266012904456034e-02 6.930100334559426316e-11 
2.000000000000000125e-09 9.999999999999980927e+09 1.335144042968750714e-15 2.291783969100444519e+05 3.544907701811025547e+00 -1.581630239536084729e-09 -5.258157193726642475e-02 4.881678932841216750e-10 9.324790490266998688e-02 1.993953815078014931e-10 -2.887996941734516376e-02 -6.904523400373462849e-12 -2.963492542417434095e-02 5.615005792172299634e-10 
3.000000000000000394e-09 9.999999999999963760e+09 3.051757812500001689e-15 2.277489254381748906e+05 3.544907701811019329e+00 2.807822532770955923e-10 -6.533114004784223994e-02 -2.501807249668799798e-10 1.425730972043939282e-01 -8.774272105762875495e-11 -4.194103148396233216e-02 2.027267052589137212e-10 -4.434562054820023747e-02 -4.493523731479457481e-10 
4.000000000000000249e-09 9.999999999999958038e+09 3.623962402343751685e-15 2.263369781231111847e+05 3.544907701811018441e+00 -3.865555846424061359e-09 -7.795610238188643848e-02 1.810160512868444898e-09 1.914289617774684871e-01 9.187221285383183849e-10 -5.406627380325268462e-02 -2.779359422478442089e-09 -5.895861067814234246e-02 -2.210511394163532383e-10 
5.000000000000000105e-09 9.999999999999954224e+09 4.005432128906251946e-15 2.249424249118066509e+05 3.544907701811015777e+00 -1.759638089552444889e-10 -9.045698473902819003e-02 -6.304258602697327691e-11 2.398175400840831806e-01 -1.783993207101094763e-10 -6.526783410994130286e-02 -4.515647572894662351e-10 -7.345842799547863677e-02 -1.007394095824659692e-09 
5.999999999999999960e-09 9.999999999999935150e+09 5.912780761718753248e-15 2.235651383083756373e+05 3.544907701811010003e+00 2.693810094159950872e-09 -1.028341784625146360e-01 -9.912486488087691847e-10 2.877404303029846844e-01 -5.607568846243268412e-10 -7.555740965491808403e-02 1.248924880554147617e-09 -8.783026084302214542e-02 -1.181096024018682717e-09 
6.999999999999999816e-09 9.999999999999914169e+09 8.010864257812503891e-15 2.222049925880913506e+05 3.544907701811002010e+00 3.351814210217401435e-09 -1.150879630309633583e-01 -2.229636796832770081e-09 3.351987454515144016e-01 -1.006084510274003717e-09 -8.494630055796892343e-02 2.290247058203968544e-09 -1.020600880256079535e-01 -1.922990711535123402e-09 
8.000000000000000498e-09 9.999999999999893188e+09 1.010894775390625532e-14 2.208618601967737195e+05 3.544907701810994904e+00 4.127725307653632986e-11 -1.272186381633253482e-01 -5.115070627294882526e-11 3.821933985280367985e-01 -3.164198521339839979e-10 -9.344560508210153493e-02 3.151140191225931667e-10 -1.161346389569262172e-01 4.735171835701592781e-11 
9.000000000000001181e-09 9.999999999999868393e+09 1.258850097656250702e-14 2.195356137441656902e+05 3.544907701810987355e+00 -2.033509669945182244e-09 -1.392263785186909075e-01 1.412760013614520145e-10 4.287249716084633455e-01 3.014570806019038467e-10 -1.010660636577631610e-01 -7.099006465487952752e-10 -1.300414506956961702e-01 6.196086532187870080e-10 
