T	Ne_T	RE_Ne	Tmp_T	C_klm[8,[[0, 0], [1, 0]]]
0.000000000000000000e+00 3.628379167095511627e+10 0.000000000000000000e+00 3.201148085852765944e+05 1.286226925452757897e+01 -5.110933180723144279e-16 5.888034195884475075e+00 -1.081979324108392087e-16 1.099907249915526908e+00 -1.447791695145904195e-17 7.503288183414498466e-16 6.187338887569388086e-17 6.567683686742471059e-15 1.311903837951450776e-16 2.984179518435965711e-15 -3.312251724883744747e-17 -1.115998315630560797e-14 -2.397988874718503180e-17 2.668285317589257512e-15 -2.102713486218284851e-17 8.641326557255771592e-15 3.650850051494048633e-17 
9.999999999999999547e-08 3.628379167095188141e+10 8.915449935844169203e-14 3.181645484816840035e+05 1.286226925452643322e+01 2.701910055820696516e-09 3.777186299945469727e-01 -6.212944131475918355e-10 -1.821140319907455840e+00 5.538129266245051492e-10 1.971656928458074276e-01 2.701865875589424387e-11 2.366474576450610101e-01 1.363182967786252651e-10 -5.452289518840913729e-02 8.981537833798406793e-10 -4.772744039755449919e-02 1.162658434052655018e-09 2.577858534723631578e-02 1.706931709699035696e-09 1.468237002827876836e-02 -1.980930918462418962e-09 
1.999999999999999909e-07 3.628379167094853210e+10 1.814630494017339075e-13 3.162212649707242963e+05 1.286226925452524839e+01 -3.048001860827829054e-10 3.625663671078784844e-01 -3.353980814454307341e-10 -1.764240381808638736e+00 3.135705622752006996e-10 1.799721342155304882e-01 -4.745717180795277990e-10 2.052233062395991681e-01 3.161347285436689170e-10 -5.804275573229489282e-03 3.442899867070949120e-10 -8.349327089792346612e-02 1.610070281052291002e-09 3.329911644617311595e-02 9.531368988496218513e-10 3.325055403928445230e-02 -5.994835914151942281e-11 
2.999999999999999864e-07 3.628379167094155884e+10 3.736498711319596248e-13 3.142850968661872321e+05 1.286226925452277214e+01 -8.954369025900361969e-10 3.473362915982454169e-01 1.739872484417728042e-09 -1.707019446360489079e+00 1.914780332578173801e-09 1.629097827946743848e-01 1.365765848273337865e-09 1.735305134764351109e-01 -7.421910756346188903e-10 4.315835030320158694e-02 -5.046521753369714407e-10 -1.193714949282651538e-01 1.888991654787887873e-09 4.071296055042239459e-02 1.042818480556059733e-09 5.222463193696569306e-02 -5.969270164568690261e-10 
3.999999999999999819e-07 3.628379167093473053e+10 5.618415619947080091e-13 3.123561795005948516e+05 1.286226925452034919e+01 -6.551837483326285287e-10 3.320294182125804738e-01 -2.905322535856079485e-10 -1.649481403498380461e+00 -6.297748273111055895e-10 1.459818670328374424e-01 1.497361588051621291e-09 1.415726267988874909e-01 -6.304020807842793821e-10 9.236285333542681997e-02 1.129347334250728558e-11 -1.553636404474385557e-01 5.457443101169293085e-10 4.802320585974584333e-02 -2.857845566388513238e-10 7.160915212402585439e-02 1.246922738879636258e-09 
4.999999999999999774e-07 3.628379167093112946e+10 6.610890235446714417e-13 3.104346446307273582e+05 1.286226925451907555e+01 -2.944409631877218546e-10 3.166467537146901989e-01 4.079600156240055328e-10 -1.591630137740908779e+00 2.671020179000100478e-10 1.291915206673639460e-01 -4.370512762370080726e-10 1.093532822825844519e-01 -7.574943619117604150e-10 1.418071604786383944e-01 4.645609551041507875e-10 -1.914713220110737524e-01 -1.757646723134551863e-10 5.523304515067550824e-02 -2.423598397275505282e-10 9.140879580107252877e-02 -6.843150773485764338e-10 
5.999999999999999728e-07 3.628379167092794037e+10 7.489819026291728688e-13 3.085206205579502275e+05 1.286226925451794578e+01 -3.573987354597645893e-10 3.011893139109300677e-01 -8.103378650956958193e-10 -1.533469551220758564e+00 -4.840620666672061120e-12 1.125417900847143216e-01 6.415177083382517496e-10 7.687623520701958313e-02 -8.636289320209151826e-10 1.914891764597754786e-01 -8.231702094226906602e-10 -2.276961349268380452e-01 -4.324389823584674575e-10 6.234570938732630907e-02 9.220660922101912927e-11 1.116283146723304753e-01 1.185257890933906773e-09 
6.999999999999999683e-07 3.628379167092053223e+10 9.531541169618305851e-13 3.066129879969128524e+05 1.286226925451532033e+01 -1.927569860283256824e-09 2.855634639896145188e-01 4.891103575261561434e-10 -1.474892880900343872e+00 -9.602518849828861389e-10 9.603197254187811893e-02 -2.008020955852947779e-09 4.401411103495611599e-02 4.959687650498277821e-10 2.415759129535750560e-01 -1.556840202367541289e-09 -2.641090307391902314e-01 -1.638499811276340780e-09 6.926694391930610095e-02 -5.656536831980652888e-10 1.324833758017653906e-01 -1.544155476855313511e-10 
7.999999999999999638e-07 3.628379167091416931e+10 1.128519335039520312e-12 3.047114719651046908e+05 1.286226925451306258e+01 -9.587711308528923404e-10 2.698002827045637986e-01 1.065492068735815865e-09 -1.415853155079006109e+00 1.129548997777076785e-09 7.964864433068363780e-02 -1.673006550849214773e-09 1.072419995088580436e-02 4.644054305167624767e-11 2.921264907071723371e-01 -2.979815373886893685e-10 -3.007348093330426408e-01 -9.518797771571788377e-10 7.596453990467466610e-02 -8.874693310259916638e-10 1.540531355737471131e-01 1.920058218096754208e-09 
8.999999999999999593e-07 3.628379167090399933e+10 1.408809305899904222e-12 3.028162365517563303e+05 1.286226925450946368e+01 -2.483919612357442371e-09 2.539227488261337484e-01 2.127689699134628643e-10 -1.356349947127236666e+00 -9.923626843090468749e-10 6.339001584778891640e-02 -9.706748455761324267e-10 -2.298893921963252041e-02 4.965083200096291442e-10 3.431382049220736974e-01 3.612133576306499225e-10 -3.375744210441817827e-01 -5.609544192457347941e-10 8.244233376732523766e-02 4.951917503589696707e-10 1.763422941730539151e-01 1.107235848493068121e-09 
